##############################################################################################################################################################################################################
# PDG MC Codes and Data
# mass and width(gamma) are in GeV.
# not all the mass/width are correct, uncertainties dMass and dWidth are missing.
##########################################################################################################################################################################################################################################################
# Name                        LatexTitle                            PDG-MC     Charge           Mass          dMass         Width          dWidth      Spin   Isospin        I3     Quark AntiQuark    Lepton
# Name                        LatexTitle                            PDG-MC     Charge           Mass          dMass         Width          dWidth      Spin   Isospin        I3     Quark AntiQuark    Lepton
##############################################################################################################################################################################################################
# Quarks
##############################################################################################################################################################################################################
#kaon2045zero_bar              #bar{K}^{0}(2045)                        -319     0.000       2.045000       0.000000       0.198000       0.000000       2.0       0.5       0.5       100         1         0
##############################################################################################################################################################################################################
# Name                        LatexTitle                            PDG-MC     Charge           Mass          dMass         Width          dWidth      Spin   Isospin        I3     Quark AntiQuark    Lepton
##############################################################################################################################################################################################################
# light baryons
##############################################################################################################################################################################################################
ne0939zero                    n                                        2112     0.000       0.939565       0.000000       0.000000       0.000000       0.5       0.5      -0.5        12         0         0
ne0939zero_bar                #bar{n}                                 -2112     0.000       0.939565       0.000000       0.000000       0.000000       0.5       0.5       0.5         0        12         0
pr0938plus                    p                                        2212     1.000       0.938272       0.000000       0.000000       0.000000       0.5       0.5       0.5        21         0         0
pr0938plus_bar                #bar{p}                                 -2212    -1.000       0.938272       0.000000       0.000000       0.000000       0.5       0.5      -0.5         0        21         0
Delta1232plusplus             #Delta^{++}(1232)                        2224     2.000       1.232000       0.000000       0.120000       0.000000       1.5       1.5       1.5        30         0         0
Delta1232plus                 #Delta^{+}(1232)                         2214     1.000       1.232000       0.000000       0.120000       0.000000       1.5       1.5       0.5        21         0         0
Delta1232zero                 #Delta^{0}(1232)                         2114     0.000       1.232000       0.000000       0.120000       0.000000       1.5       1.5      -0.5        12         0         0
Delta1232minus                #Delta^{-}(1232)                         1114    -1.000       1.232000       0.000000       0.120000       0.000000       1.5       1.5      -1.5         3         0         0
Delta1232plusplus_bar         #bar{#Delta}^{--}(1232)                 -2224    -2.000       1.232000       0.000000       0.120000       0.000000       1.5       1.5      -1.5         0        30         0
Delta1232plus_bar             #bar{#Delta}^{-}(1232)                  -2214    -1.000       1.232000       0.000000       0.120000       0.000000       1.5       1.5      -0.5         0        21         0
Delta1232zero_bar             #bar{#Delta}^{0}(1232)                  -2114     0.000       1.232000       0.000000       0.120000       0.000000       1.5       1.5       0.5         0        12         0
Delta1232minus_bar            #bar{#Delta}^{+}(1232)                  -1114     1.000       1.232000       0.000000       0.120000       0.000000       1.5       1.5       1.5         0         3         0
Delta1600plusplus             #Delta^{++}(1600)                       31114     2.000       1.600000       0.000000       0.350000       0.000000       1.5       1.5       1.5        30         0         0
Delta1600plus                 #Delta^{+}(1600)                        32114     1.000       1.600000       0.000000       0.350000       0.000000       1.5       1.5       0.5        21         0         0
Delta1600zero                 #Delta^{0}(1600)                        32214     0.000       1.600000       0.000000       0.350000       0.000000       1.5       1.5      -0.5        12         0         0
Delta1600minus                #Delta^{-}(1600)                        32224    -1.000       1.600000       0.000000       0.350000       0.000000       1.5       1.5      -1.5         3         0         0
Delta1600plusplus_bar         #bar{#Delta}^{--}(1620)                -31114    -2.000       1.600000       0.000000       0.350000       0.000000       1.5       1.5      -1.5         0        30         0
Delta1600plus_bar             #bar{#Delta}^{-}(1620)                 -32114    -1.000       1.600000       0.000000       0.350000       0.000000       1.5       1.5      -0.5         0        21         0
Delta1600zero_bar             #bar{#Delta}^{0}(1620)                 -32214     0.000       1.600000       0.000000       0.350000       0.000000       1.5       1.5       0.5         0        12         0
Delta1600minus_bar            #bar{#Delta}^{+}(1620)                 -32224     1.000       1.600000       0.000000       0.350000       0.000000       1.5       1.5       1.5         0         3         0
Delta1620plusplus             #Delta^{++}(1620)                        1112     2.000       1.620000       0.000000       0.150000       0.000000       0.5       1.5       1.5        30         0         0
Delta1620plus                 #Delta^{+}(1620)                         1212     1.000       1.620000       0.000000       0.150000       0.000000       0.5       1.5       0.5        21         0         0
Delta1620zero                 #Delta^{0}(1620)                         2122     0.000       1.620000       0.000000       0.150000       0.000000       0.5       1.5      -0.5        12         0         0
Delta1620minus                #Delta^{-}(1620)                         2222    -1.000       1.620000       0.000000       0.150000       0.000000       0.5       1.5      -1.5         3         0         0
Delta1620plusplus_bar         #bar{#Delta}^{--}(1620)                 -1112    -2.000       1.620000       0.000000       0.150000       0.000000       0.5       1.5      -1.5         0        30         0
Delta1620plus_bar             #bar{#Delta}^{-}(1620)                  -1212    -1.000       1.620000       0.000000       0.150000       0.000000       0.5       1.5      -0.5         0        21         0
Delta1620zero_bar             #bar{#Delta}^{0}(1620)                  -2122     0.000       1.620000       0.000000       0.150000       0.000000       0.5       1.5       0.5         0        12         0
Delta1620minus_bar            #bar{#Delta}^{+}(1620)                  -2222     1.000       1.620000       0.000000       0.150000       0.000000       0.5       1.5       1.5         0         3         0
Delta2420plusplus             #Delta^{++}(2420)                        9297     2.000       2.420000       0.000000       0.400000       0.000000       5.5       1.5       1.5        30         0         0
Delta2420plus                 #Delta^{+}(2420)                         9298     1.000       2.420000       0.000000       0.400000       0.000000       5.5       1.5       0.5        21         0         0
